City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
333,Bubaque,GW,82.51,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
334,Yamethin,MM,68.13,clear sky,20.4333,96.15,အလင်းရောင် ဘက်ထရီ
335,Alyangula,AU,75.07,broken clouds,-13.8483,136.4192,Groote Eylandt Lodge
336,Coracao De Jesus,BR,79.52,scattered clouds,-16.6853,-44.365,Hotel Neves
337,Paldiski,EE,21.9,overcast clouds,59.3567,24.0531,Pakri Hostel
338,Mocuba,MZ,74.44,few clouds,-16.8392,36.9856,Phama Lodge
340,Iqaluit,CA,6.53,light snow,63.7506,-68.5145,Frobisher Inn
341,Grande Prairie,CA,28.58,few clouds,55.1667,-118.8027,"Holiday Inn Express Grande Prairie, an IHG Hotel"
342,Codrington,AU,56.41,broken clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
343,Leh,IN,13.23,overcast clouds,34.1667,77.5833,Hotel Ladakh Greens
344,Aloleng,PH,75.22,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
345,Constitucion,CL,65.1,scattered clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
346,Neiafu,TO,77.68,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
347,Takoradi,GH,80.69,clear sky,4.8845,-1.7554,Raybow International Hotel
348,Antofagasta,CL,65.48,broken clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
350,Katiola,CI,83.03,clear sky,8.1333,-5.1,Auberge Residence Yebin
351,Bathsheba,BB,83.01,scattered clouds,13.2167,-59.5167,Atlantis Hotel
352,Nampula,MZ,80.55,clear sky,-15.1165,39.2666,BUTIK Hotel
353,Hanna,CA,37.42,light rain,51.6334,-111.9018,West View Motel
354,Shush,IR,65.01,overcast clouds,32.1942,48.2436,Mosque Zaman (AS) Cultural promised -Kanvn
355,Madinat Sittah Uktubar,EG,60.4,clear sky,29.8167,31.05,Happy Kennel Academy
356,Khurba,RU,10.08,broken clouds,50.4072,136.8819,
357,Kavaratti,IN,80.15,clear sky,10.5669,72.642,Hotels in Lakshadweep Islands
358,Sao Joao Da Barra,BR,69.89,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
359,Zhezkazgan,KZ,13.39,overcast clouds,47.8043,67.7144,Hotel Zumrat
360,Nenjiang,CN,6.85,scattered clouds,49.1833,125.2167,Nenjiang Apartment
361,Carroll,US,41.92,overcast clouds,39.5501,-77.0164,Best Western Westminster Hotel
363,Klaksvik,FO,38.32,overcast clouds,62.2266,-6.589,Airbnb rooms
364,Swift Current,CA,38.21,clear sky,50.2834,-107.8014,"Motel 6 Swift Current, SK"
365,Kuandian,CN,29.64,overcast clouds,40.7286,124.7847,Hi Inn Dandong Kuandian Ji Xian Garden
366,Macusani,PE,45.09,overcast clouds,-14.0833,-70.4333,"Hospedaje ""Arca de Noe"""
367,Telford,GB,43.52,broken clouds,52.6766,-2.4493,"Holiday Inn Telford - Ironbridge, an IHG Hotel"
368,Hami,CN,28.06,overcast clouds,42.8,93.45,Laoyutang Resort
369,Hambantota,LK,77.22,overcast clouds,6.1241,81.1185,Bungalow 63
370,Santiago De Chuco,PE,61.25,moderate rain,-8.15,-78.1833,Hostal San Cristóbal
371,Sharjah,AE,71.58,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
372,Conde,BR,81.86,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
373,Te Anau,NZ,58.66,broken clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
374,Lorengau,PG,80.42,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
375,Stornoway,GB,38.93,broken clouds,58.2093,-6.3865,Caladh Inn
376,Penzance,GB,46.76,scattered clouds,50.1186,-5.5371,Artist Residence Penzance
377,Teguldet,RU,0.19,overcast clouds,57.3064,88.1667,
378,Ranau,MY,70.45,overcast clouds,5.9538,116.6641,The Second Room
379,Provideniya,RU,6.91,overcast clouds,64.3833,-173.3,
380,Coahuayana,MX,90.97,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
382,Agadez,NE,53.53,few clouds,19.75,10.25,
383,Caravelas,BR,73.0,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
385,Tessalit,ML,71.37,few clouds,20.1986,1.0114,
387,Dossor,KZ,36.7,broken clouds,47.5272,52.9811,"Gostinitsa Orpk ""Nauryz"""
388,Bonthe,SL,81.41,clear sky,7.5264,-12.505,Bonthe Holiday Village
389,Jundia,BR,84.02,broken clouds,-8.9347,-35.5736,
390,Umm Lajj,SA,68.67,scattered clouds,25.0213,37.2685,Moon light Furnished Units
391,Sitka,US,36.19,moderate rain,57.0531,-135.33,Westmark Sitka
392,Bauchi,NG,68.41,overcast clouds,10.5,10.0,
393,Nicoya,CR,90.95,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
394,Srikakulam,IN,74.3,broken clouds,18.3,83.9,Micro Systems
395,Filingue,NE,76.03,scattered clouds,14.3521,3.3168,
396,Tommot,RU,17.64,light snow,58.9564,126.2925,Gostinitsa Tommot
397,Esperance,AU,57.04,clear sky,-33.8667,121.9,Hospitality Esperance
398,Mulchen,CL,91.26,clear sky,-37.7167,-72.2333,Hotel Los Maitenes de Villalón
399,Novoplatnirovskaya,RU,49.51,overcast clouds,46.1065,39.4191,
400,Rey Bouba,CM,77.52,broken clouds,8.6724,14.1786,
402,Nahariyya,IL,59.99,broken clouds,33.0059,35.0941,Shtarkman Erna Hotel
403,Beihai,CN,66.7,overcast clouds,21.4833,109.1,21 Degree Hostel
404,Qiongshan,CN,69.78,clear sky,20.0058,110.3542,Sun City Restaurant
406,Jieshou,CN,43.65,clear sky,33.2634,115.3611,Vatica Jieshou City New Passenger Transport Center Hotel
407,Banda Aceh,ID,77.74,overcast clouds,5.5577,95.3222,Sulthan Hotel International
408,Yambio,SS,75.34,overcast clouds,4.5721,28.3955,Naivasha Hotel
409,Genthin,DE,34.72,light rain,52.4,12.1667,Hotel Müller
410,Stokmarknes,NO,24.76,clear sky,68.5646,14.9108,Vesterålen Kysthotell
411,Rocha,UY,71.65,scattered clouds,-34.4833,-54.3333,Hotel Arrarte
412,Alice Springs,AU,65.75,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
413,Lantawan,PH,76.69,moderate rain,10.6167,123.9833,Durano Ecofarm and Spring Resort
414,Caucaia,BR,86.07,clear sky,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
415,Katsuura,JP,52.2,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
416,Mudgee,AU,59.79,light intensity shower rain,-32.5943,149.5871,Parklands Resort & Conference Centre
417,Siverskiy,RU,9.48,broken clouds,59.3544,30.0783,Vacation home on Sovetskaya
418,Liezen,AT,28.63,overcast clouds,47.5667,14.2333,Vermietung DANIS
419,Doha,QA,71.58,clear sky,25.2867,51.5333,Movenpick Hotel Doha
420,Jaciara,BR,81.97,light rain,-15.9653,-54.9683,Taba Hotel
421,Rincon,US,66.16,overcast clouds,32.296,-81.2354,Days Inn Rincon
422,Vernon,CA,38.8,overcast clouds,50.2581,-119.2691,Prestige Vernon Lodge and Conference Centre
423,Ormara,PK,71.67,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
424,Capitan Bado,PY,83.37,clear sky,-23.2667,-55.5333,Hotel Suiza
425,Vila Velha,BR,71.55,overcast clouds,-20.3297,-40.2925,Quality Suites Vila Velha
426,Onega,RU,10.81,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
427,Barcelona,ES,50.76,few clouds,41.3888,2.159,Axel Hotel Barcelona
428,Atambua,ID,73.92,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
429,Coquimbo,CL,65.93,clear sky,-29.9533,-71.3436,Punto de encuentro
430,Macapa,BR,82.38,light rain,0.0389,-51.0664,Atalanta Hotel
431,Mujiayingzi,CN,32.95,light snow,42.1167,118.7833,Jinjiang Hotel
432,Maceio,BR,85.44,few clouds,-9.6658,-35.7353,Poutur Pousada
433,Aki,JP,44.46,clear sky,33.5,133.9,Seigetsu Ryokan
434,Aksu,CN,27.66,clear sky,41.1231,80.2644,Pudong Holiday Hotel
435,Kanniyakumari,IN,79.52,clear sky,8.0833,77.5667,Sparsa
436,San Vicente De Canete,PE,70.03,overcast clouds,-13.0751,-76.3835,Hotel Konford
437,Iranshahr,IR,55.74,clear sky,27.2025,60.6848,نیک سرشت
438,Nantucket,US,38.14,light rain,41.2835,-70.0995,Jared Coffin House
439,Hay River,CA,4.98,light snow,60.8156,-115.7999,Ptarmigan Inn
440,Meulaboh,ID,77.04,overcast clouds,4.1363,96.1285,Kost Pria
441,Cabedelo,BR,83.07,clear sky,-6.9811,-34.8339,Hotel Pigalle
442,Yenagoa,NG,78.94,clear sky,4.9247,6.2642,Aridolf Resort Wellness and Spa
443,Yaan,NG,81.99,overcast clouds,7.3833,8.5667,
444,Boa Vista,BR,93.18,broken clouds,2.8197,-60.6733,Aipana Plaza Hotel
445,La Peca,PE,85.21,light rain,-5.6111,-78.435,Hospedaje San Miguelito
446,Port Augusta,AU,55.54,clear sky,-32.5,137.7667,Majestic Oasis Apartments
447,Champerico,GT,95.54,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
448,Bedesa,ET,59.32,few clouds,8.9,40.7833,
450,Makakilo City,US,74.68,scattered clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
451,Bilma,NE,63.91,scattered clouds,18.6853,12.9164,Expeditions Ténére voyages
452,Verkhniy Avzyan,RU,9.0,overcast clouds,53.5289,57.5372,
454,San Patricio,US,81.05,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
455,Shenjiamen,CN,58.19,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
456,Bon Accord,CA,35.38,broken clouds,53.8335,-113.4187,
457,Cuamba,MZ,82.87,overcast clouds,-14.8031,36.5372,Hotel Vision
458,Le Havre,FR,39.9,few clouds,49.4938,0.1077,Oscar Hôtel
459,Kamenka,RU,36.75,overcast clouds,51.3223,42.7678,
460,Killybegs,IE,46.11,overcast clouds,54.6333,-8.45,Tara Hotel
462,Homer,US,29.77,overcast clouds,59.6425,-151.5483,Beluga Lake Lodge
464,Dongzhen,CN,63.09,scattered clouds,22.3797,110.9389,茂名中汇时尚酒店
465,Magomeni,TZ,75.85,light rain,-6.8,39.25,Conway Hotel
466,Shubarshi,KZ,23.36,overcast clouds,48.5872,57.1869,
467,Tarauaca,BR,83.25,overcast clouds,-8.1614,-70.7656,Flat Temporada
468,Nelson Bay,AU,67.95,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
469,Hobyo,SO,78.33,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
470,Kiruna,SE,0.52,light snow,67.8557,20.2251,Camp Ripan
471,Yeppoon,AU,78.58,overcast clouds,-23.1333,150.7333,Villa Mar Colina
472,Lata,PT,52.92,overcast clouds,40.1629,-8.3327,Casa Maquia
473,Okha,RU,11.28,broken clouds,53.5739,142.9478,"Gostinitsa ""Sakhalin-Sfera"""
474,Fortuna,US,56.19,overcast clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
475,Kutum,SD,61.54,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
476,Severodvinsk,RU,10.51,overcast clouds,64.5635,39.8302,Park Hotel
477,Ise,JP,51.12,clear sky,34.4833,136.7,Ise Fresh
478,Tautira,PF,82.42,scattered clouds,-17.7333,-149.15,Pension Oaoa
479,Key Biscayne,US,87.03,clear sky,25.6937,-80.1628,"The Ritz-Carlton Key Biscayne, Miami"
480,Blagodatnoye,RU,45.52,overcast clouds,45.3997,42.5867,
481,North Bend,US,49.86,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
482,Storforshei,NO,1.2,few clouds,66.4043,14.5233,Skogly overnatting (Stengt/closed)
483,Tambun,ID,79.48,mist,-6.2641,107.0712,Metland Hotel Bekasi
484,Bangkal,PH,79.29,overcast clouds,6.0667,121.0667,JB's Resort
485,Portage,US,30.52,overcast clouds,41.1667,-81.1998,Rocking Horse Inn
486,Shelburne,CA,25.27,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
487,Panaba,MX,89.53,overcast clouds,21.2833,-88.2667,Hotel California
488,Gazojak,TM,39.92,clear sky,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
489,Silver City,US,60.76,clear sky,32.7701,-108.2803,Copper Manor Motel
490,Touros,BR,85.1,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
491,Lamu,KE,80.37,light rain,-2.2717,40.902,Lamu House
492,Byron Bay,AU,76.05,clear sky,-28.65,153.6167,Backpackers Inn
494,Lompoc,US,69.78,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
495,Severobaykalsk,RU,13.89,broken clouds,55.65,109.3167,Hostel03RUS
496,Waipawa,NZ,65.03,light rain,-41.4122,175.5153,Tora Coastal Walk
497,Dunedin,NZ,56.62,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
498,Puerto Del Rosario,ES,65.95,scattered clouds,28.5004,-13.8627,Hotel JM Puerto del Rosario
500,Filadelfia,US,41.56,broken clouds,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
501,Terrace,CA,35.42,light snow,54.5163,-128.6035,Northern Motor Inn
502,Biltine,TD,72.81,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
504,Nouadhibou,MR,71.58,clear sky,20.931,-17.0347,El Medina
505,Komsomolskiy,UZ,38.12,mist,40.4272,71.7189,Ikathouse
506,Mount Pleasant,US,63.0,overcast clouds,32.7941,-79.8626,Best Western Patriots Point
507,Bajna,IN,58.64,clear sky,27.9,77.6833,Mr. Uma Shankar Gupta ji
508,Sao Paulo De Olivenca,BR,87.8,overcast clouds,-3.3783,-68.8725,
509,Lakes Entrance,AU,56.16,light rain,-37.8811,147.981,The Esplanade Resort & Spa
510,Pisco,PE,69.03,overcast clouds,-13.7,-76.2167,Hotel San Isidro Oficial
511,Chiknayakanhalli,IN,68.7,broken clouds,13.4172,76.6228,AADHYA RESIDENCY
512,Solnechnyy,RU,13.05,scattered clouds,50.7214,136.6319,Hotel complex Pastoral
514,Barentin,FR,39.13,broken clouds,49.5453,0.9552,Hôtel Première Classe Rouen Nord - Barentin
515,Cockburn Town,TC,80.01,broken clouds,21.4612,-71.1419,Osprey Beach Hotel
516,Port Macquarie,AU,65.89,light rain,-31.4333,152.9167,Rydges Port Macquarie
517,Quesnel,CA,28.9,few clouds,52.9999,-122.5029,Ramada by Wyndham Quesnel
518,Hutchinson,US,56.52,overcast clouds,38.0608,-97.9298,OYO Hotel Hutchinson KS West 4th Ave
519,Kudahuvadhoo,MV,81.68,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
520,Candido De Abreu,BR,78.78,clear sky,-24.5669,-51.3333,Hotel Recanto
521,Grindavik,IS,36.07,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
522,Palmer,US,35.85,overcast clouds,42.1584,-72.3287,Wedgewood Motel
523,Beloha,MG,72.86,overcast clouds,-25.1667,45.05,
524,Qeshm,IR,57.07,broken clouds,26.9581,56.2719,Qeshm Kavan Hotel
525,Abalak,RU,2.5,broken clouds,58.1286,68.5944,Туристический комплекс Абалак
526,Cap Malheureux,MU,78.48,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
527,Aksarka,RU,15.06,overcast clouds,66.5606,67.7975,
528,Dalbandin,PK,51.03,clear sky,28.8947,64.4101,Gidaan Guest House
529,Tulle,FR,35.98,overcast clouds,45.3333,1.8333,Voilco Aster
530,Yartsevo,RU,9.14,scattered clouds,55.0667,32.6964,Apel'sin
531,Troitsk,RU,14.72,overcast clouds,54.0979,61.5773,Hotel H2O
532,Mao,ES,54.16,few clouds,39.8885,4.2658,ARTIEM Capri
533,Necochea,AR,73.58,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
534,Skibbereen,IE,40.8,broken clouds,51.55,-9.2667,The West Cork Hotel
535,Pimenta Bueno,BR,82.02,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
536,Isla Vista,US,73.35,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
538,Acarau,BR,82.42,few clouds,-2.8856,-40.12,castelo pizzaria
539,Umm Kaddadah,SD,68.41,clear sky,13.6017,26.6876,
540,Sinjar,IQ,52.14,scattered clouds,36.3209,41.8754,زوماني فون 1
541,Hitoyoshi,JP,45.64,clear sky,32.2167,130.75,Ryokan Ayu-no-Sato
542,Zacatepec,MX,90.64,scattered clouds,18.65,-99.2,Villas El Paraíso
543,Yelan-Kolenovskiy,RU,39.45,overcast clouds,51.1632,41.151,Боярин
544,Kushiro,JP,33.57,overcast clouds,42.975,144.3747,Toyoko Inn Kushiro Jujigai
545,Mozarlandia,BR,81.09,overcast clouds,-14.7447,-50.5706,Hotel Santa Mônica
546,Arcachon,FR,42.85,broken clouds,44.5875,-1.0519,Hôtel All Suites Le Teich
547,Road Town,VG,84.24,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
548,High Prairie,CA,27.72,scattered clouds,55.4334,-116.4858,Royal Star Motor Inn
549,Tvoroyri,FO,38.59,overcast clouds,61.5556,-6.8111,Hilmarsstova a Hobbit Hole
550,Uyuni,BO,63.99,overcast clouds,-20.4597,-66.825,Hostal La Magia de Uyuni
551,Jiayuguan,CN,29.53,overcast clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
552,Mamallapuram,IN,82.06,clear sky,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
553,Aquiraz,BR,86.22,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
555,Kangaatsiaq,GL,19.67,overcast clouds,68.3065,-53.4641,Nukissiorfiit
556,Baracoa,CU,80.58,clear sky,20.3467,-74.4958,Hostal Rio Miel
557,Katakwi,UG,72.99,overcast clouds,1.8911,33.9661,Ebenezer Guest House
558,Binucayan,PH,69.89,overcast clouds,8.25,125.7167,
559,Pacific Grove,US,63.43,overcast clouds,36.6177,-121.9166,Lovers Point Inn
560,Oistins,BB,79.36,overcast clouds,13.0667,-59.5333,Butterfly Beach Hotel
561,Carutapera,BR,80.78,broken clouds,-1.195,-46.02,Lidera
562,Son La,VN,50.58,clear sky,21.3167,103.9,Galaxy Grand Hotel
563,Dubbo,AU,59.13,broken clouds,-32.25,148.6167,Comfort Inn Blue Lagoon
564,Pilar,BR,79.16,scattered clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
565,Singkang,MY,72.52,overcast clouds,2.1006,102.7994,Kampung Seri Makmor Pagoh
566,Axim,GH,80.02,clear sky,4.8699,-2.2405,Axim Beach Resort And Spa
567,Havre-Saint-Pierre,CA,15.55,broken clouds,50.2334,-63.5986,Auberge Niapiskau
568,Guaruja,BR,74.89,few clouds,-23.9931,-46.2564,Charme Hotel Guarujá
569,Kitimat,CA,35.91,moderate rain,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
570,Majene,ID,76.96,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
571,Matara,LK,75.76,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
572,Solano,US,57.11,mist,38.2333,-121.9511,Westwind Inn
573,Milverton,CA,27.45,overcast clouds,43.5668,-80.9164,
574,Broome,US,32.83,light snow,42.2506,-75.833,Chenango Valley State Park
575,Santa Marta De Tormes,ES,39.45,few clouds,40.9506,-5.6272,Hotel Alameda Palace
576,Chokwe,MZ,74.3,overcast clouds,-24.5333,32.9833,Complexo Sonho Real
577,Ayame,CI,77.32,few clouds,5.6083,-3.1563,Hotel Bossan
578,Mbini,GQ,80.37,overcast clouds,1.574,9.6134,
579,Livingston,GB,40.12,broken clouds,55.9029,-3.5226,"Premier Inn Livingston (M8, Jct3) hotel"
580,Sorong,ID,80.87,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
581,Conceicao Do Araguaia,BR,77.77,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
582,Tarata,BO,65.41,light rain,-17.6167,-66.0167,Hacienda castillo
583,Labuan,MY,77.16,overcast clouds,5.2767,115.2417,Tiara Labuan Hotel
584,Batsfjord,NO,15.73,clear sky,70.6345,29.7185,Adventure Apartements
585,Zory,PL,28.99,overcast clouds,50.0452,18.7006,Hotel & Spa Kameleon
586,Qingdao,CN,48.36,overcast clouds,36.0986,120.3719,Le Meridien Qingdao
587,Hervey Bay,AU,77.02,few clouds,-25.2986,152.8535,Shelly Bay Resort
588,Saint George,US,57.63,overcast clouds,37.1041,-113.5841,Best Western Plus Abbey Inn
589,Bridgetown,BB,80.04,overcast clouds,13.1,-59.6167,Hilton Barbados Resort
590,Kasongo,CD,67.86,overcast clouds,-4.45,26.6667,Guest Hôtel
591,Avera,US,54.45,broken clouds,33.194,-82.5271,
592,Tungor,RU,11.86,broken clouds,53.3808,142.9564,
594,Bentong,MY,77.45,overcast clouds,3.5181,101.9079,Tras Mutiara Hotel Bentong
595,Altamira,BR,79.63,overcast clouds,-3.2033,-52.2064,Requinte Hotel
596,Tazovskiy,RU,15.69,overcast clouds,67.4667,78.7,TazHostel
597,Muborak,UZ,44.76,clear sky,39.2553,65.1528,Muborak temiryoʻl vakzali
598,Stromness,GB,43.05,overcast clouds,58.965,-3.296,The Old Smokery
599,Poltava,UA,39.31,overcast clouds,49.5937,34.5407,Yavir
600,Brownsville,US,77.0,overcast clouds,25.9018,-97.4975,University Inn & Suites
601,Tongchuan,CN,36.63,clear sky,35.0806,109.0897,Tongchuan Hotel
602,Bodden Town,KY,84.97,scattered clouds,19.2833,-81.25,Will T Place
603,Dongsheng,CN,26.22,clear sky,39.8161,109.9776,Crowne Plaza Ordos
604,La Reforma,MX,91.74,broken clouds,25.0833,-108.05,Hotel Reforma
606,Nanortalik,GL,26.28,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
607,Portland,US,50.58,scattered clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
608,Yinchuan,CN,32.54,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
609,Ambilobe,MG,73.22,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
610,Fukue,JP,57.83,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
611,Khorramabad,IR,51.84,overcast clouds,33.4878,48.3558,Azadi Hotel
612,Coromandel,BR,72.81,few clouds,-18.4733,-47.2003,Hotel Dona Adélia
613,Kashmor,PK,61.81,clear sky,28.4333,69.5833,Shah Madina Hotel
614,La Union,PE,82.26,broken clouds,-5.4,-80.75,Los Portales
615,Ambovombe,MG,75.18,broken clouds,-25.1667,46.0833,RELAHARA
616,Chihuahua,MX,67.03,overcast clouds,28.5,-106.0,
617,New Baltimore,US,33.15,scattered clouds,42.6811,-82.7369,On The Bay Boutique & Cafe
619,Powell River,CA,42.04,scattered clouds,49.8496,-124.5361,Rodmay Hotel
620,Kungurtug,RU,11.39,light snow,50.5994,97.5228,
621,Atar,MR,70.63,broken clouds,20.5169,-13.0499,Oumou Elghoura
622,Kirakira,SB,82.09,overcast clouds,-10.4544,161.9205,SanBiz Lodge
624,Samarai,PG,82.09,overcast clouds,-10.6167,150.6667,Nuli Sapi
625,Harper,LR,80.29,broken clouds,4.375,-7.7169,Screensaver
626,Adre,TD,70.07,clear sky,13.4667,22.2,
627,Moyale,KE,68.77,few clouds,3.5167,39.0584,La Tahzan Guest House
628,Sobolevo,RU,10.99,broken clouds,54.4299,31.8996,
629,Yelan-Koleno,RU,39.47,overcast clouds,51.1523,41.2306,Gostinitsa Transamiak
630,Thiruvananthapuram,IN,80.58,mist,8.4833,76.9167,Hotel Residency Tower
631,Baie-Saint-Paul,CA,17.06,overcast clouds,47.4411,-70.4986,Hôtel Baie-Saint-Paul
632,Sola,VU,81.72,overcast clouds,-13.8833,167.55,Leumerus Bungalows
634,Istok,XK,31.12,scattered clouds,42.7808,20.4875,Hotel TROFTA
635,Sosnovo-Ozerskoye,RU,7.59,overcast clouds,52.5249,111.5418,
636,Balykshi,KZ,33.8,clear sky,47.0667,51.8667,Гостиница Golden Rose
637,Shostka,UA,31.33,light snow,51.863,33.4698,Premiere Hotel
638,Barkhan,PK,45.99,clear sky,29.8977,69.5256,
639,Petrivka,UA,41.45,overcast clouds,46.9695,30.9591,
640,Jamadoba,IN,67.21,clear sky,23.7167,86.4,sri krishna sweets
641,Natal,BR,83.05,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
642,Taksimo,RU,7.75,broken clouds,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
643,Atlantic Beach,US,78.91,overcast clouds,30.3344,-81.3987,One Ocean Resort and Spa
644,Limay,PH,74.34,overcast clouds,14.5333,120.55,Man's Forest Inland Resort a.k.a Manansala Resort
645,Karratha,AU,87.13,few clouds,-20.7377,116.8463,ibis Styles Karratha
646,Boras,SE,31.82,overcast clouds,57.721,12.9401,Scandic Plaza Borås
647,Cayenne,GF,77.09,moderate rain,4.9333,-52.3333,Hôtel Le Dronmi
648,General Pico,AR,76.87,overcast clouds,-35.6566,-63.7568,Euskadi Hotel
649,Neryungri,RU,11.23,light snow,56.6709,124.6491,Pyat' Zvozd
650,Balikpapan,ID,75.38,overcast clouds,-1.2675,116.8289,ibis Balikpapan
651,Tamale,GH,84.54,clear sky,9.4008,-0.8393,Tap Hotel
652,Epe,NG,78.71,scattered clouds,6.5841,3.9834,MAGVILLE HOTEL
653,Port-Cartier,CA,4.75,overcast clouds,50.0334,-66.8654,Le Q'Artier
655,Kieta,PG,80.98,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
656,Pizarro,CO,80.02,light rain,4.9533,-77.366,Hotel Limonar
657,Vestmanna,FO,36.52,broken clouds,62.1564,-7.1664,Vestmanna Camping
658,Kerva,RU,18.07,light snow,55.6117,39.5766,"Дом отдыха ""У Святого озера»"
659,Goure,NE,70.02,few clouds,13.9835,10.2704,
660,San Jose,US,60.91,overcast clouds,37.3394,-121.895,The Westin San Jose
661,Fengzhen,CN,27.21,overcast clouds,40.4394,113.1536,Feng Zhen Hotel
662,Hualmay,PE,70.45,overcast clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
663,Pomerode,BR,73.22,scattered clouds,-26.7406,-49.1769,Hotel Bergblick
664,Cumra,TR,42.94,overcast clouds,37.5732,32.7745,Catalhoyuk Hotel
665,Lingyuan,CN,32.58,light snow,41.24,119.4011,Guomao Hotel
666,Bac Lieu,VN,75.69,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
667,Skagen,DK,32.27,overcast clouds,57.7209,10.5839,Ruth's Hotel
668,San Quintin,MX,64.98,broken clouds,30.4833,-115.95,Don Eddie's Landing
669,Ulety,RU,17.17,few clouds,51.3572,112.4849,
670,Kristianstad,SE,34.18,overcast clouds,56.0313,14.1524,First Hotel Christian IV
671,Mantua,IT,41.34,overcast clouds,45.1667,10.7833,Hotel la Favorita
672,Monte Alegre De Minas,BR,75.76,broken clouds,-18.8706,-48.8808,Hotel Via Hotel
673,Gorin,RU,8.55,broken clouds,51.1983,136.6669,
674,Fort Nelson,CA,19.89,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
675,Xuddur,SO,78.33,overcast clouds,4.1213,43.8894,Banjanay Hotel
676,Puerto Madryn,AR,58.75,broken clouds,-42.7692,-65.0385,Hotel Tolosa
677,Vila,PT,40.33,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
678,Yar-Sale,RU,16.84,overcast clouds,66.8333,70.8333,Yalemd
